source,model,point,block,name,description,longdescription,dtype,unit,category,meanings,labels
ss40k_envyspecific,40200,vBatBms,fixed,vBatBms,BatVoltage_BMS,BatVoltage_BMS,uint16,V,Battery,,
ss40k_envyspecific,40200,batStat,fixed,batStat,BatStatus,BatStatus,enum16,N/A,Battery,"{'0': 'BMS Discharge: Forbidden, BMS Charge: Forbidden', '1': 'BMS Discharge: Forbidden, BMS Charge:  Allowed', '2': 'BMS Discharge: Allowed, BMS Charge: Forbidden', '3': 'BMS Discharge: Allowed,BMS Charge: Allowed'}",
ss40k_envyspecific,40200,cyclesBat,fixed,cyclesBat,Battery cycles times,Battery cycles times,uint16,N/A,Battery,,
ss40k_envyspecific,40200,vBatChgRecBms,fixed,vBatChgRecBms,Recommends charging voltage by BMS,Recommends charging voltage by BMS,uint16,V,Battery,,
ss40k_envyspecific,40200,vBatDischCutRecBms,fixed,vBatDischCutRecBms,Recommends a discharging cut-off voltage by BMS,Recommends a discharging cut-off voltage by BMS,uint16,V,Battery,,
ss40k_envyspecific,40200,iBatDischgMaxBms,fixed,iBatDischgMaxBms,max Batttery discharge Current,max Batttery discharge Current,uint32,A,Battery,,
ss40k_envyspecific,40200,iBatChgMaxBms,fixed,iBatChgMaxBms,max Battery charge Current,max Battery charge Current,uint32,A,Battery,,
ss40k_envyspecific,40200,reserved8,fixed,reserved8,Reserved,Reserved,string,N/A,Battery,,
ss40k_envyspecific,40200,BMSEvent1,fixed,BMSEvent1,FaultCode_BMS,FaultCode_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,BMSEvent2,fixed,BMSEvent2,WarningCode_BMS,WarningCode_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,batStatus0,fixed,batStatus0,BatStatus0_BMS,BatStatus0_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,batStatus1,fixed,batStatus1,BatStatus1_BMS,BatStatus1_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,batStatus2,fixed,batStatus2,BatStatus2_BMS,BatStatus2_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,batStatus3,fixed,batStatus3,BatStatus3_BMS,BatStatus3_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,batStatus4,fixed,batStatus4,BatStatus4_BMS,BatStatus4_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,batStatus5,fixed,batStatus5,BatStatus5_BMS,BatStatus5_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,batStatus6,fixed,batStatus6,BatStatus6_BMS,BatStatus6_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,batStatus7,fixed,batStatus7,BatStatus7_BMS,BatStatus7_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,batStatus8,fixed,batStatus8,BatStatus8_BMS,BatStatus8_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,batStatus9,fixed,batStatus9,BatStatus9_BMS,BatStatus9_BMS,uint16,N/A,Battery,,
ss40k_envyspecific,40200,reserved4,fixed,reserved4,Reserved,Reserved,string,N/A,Battery,,
ss40k_envyspecific,40200,reserved5,fixed,reserved5,Reserved,Reserved,string,N/A,Inverter,,
ss40k_envyspecific,40200,reserved6,fixed,reserved6,Reserved,Reserved,string,N/A,Backup,,
ss40k_envyspecific,40200,Vacs,fixed,Vacs,debug data,debug data,uint16,V,Backup,,
ss40k_envyspecific,40200,Vepss,fixed,Vepss,debug data,debug data,uint16,V,Backup,,
ss40k_envyspecific,40200,Vepst,fixed,Vepst,debug data,debug data,uint16,V,Backup,,
ss40k_envyspecific,40200,BMSFWUpdateState,fixed,BMSFWUpdateState,debug data,debug data,enum16,N/A,Backup,"{'1': 'Upgrade in process', '2': 'Upgrade successful', '3': 'Upgrade failed'}",
ss40k_envyspecific,40200,afciCurrCh1_mA,fixed,afciCurrCh1_mA,debug data,debug data,uint16,mA,Backup,,
ss40k_envyspecific,40200,afciCurrCh2_mA,fixed,afciCurrCh2_mA,debug data,debug data,uint16,mA,Backup,,
ss40k_envyspecific,40200,afciCurrCh3_mA,fixed,afciCurrCh3_mA,debug data,debug data,uint16,mA,Backup,,
ss40k_envyspecific,40200,afciCurrCh4_mA,fixed,afciCurrCh4_mA,debug data,debug data,uint16,mA,Backup,,
ss40k_envyspecific,40200,afciFlag,fixed,afciFlag,debug data,debug data,uint16,N/A,Backup,,
ss40k_envyspecific,40200,afciArcCh1,fixed,afciArcCh1,debug data,debug data,uint16,N/A,Backup,,
ss40k_envyspecific,40200,afciArcCh2,fixed,afciArcCh2,debug data,debug data,uint16,N/A,Backup,,
ss40k_envyspecific,40200,afciArcCh3,fixed,afciArcCh3,debug data,debug data,uint16,N/A,Backup,,
ss40k_envyspecific,40200,afciArcCh4,fixed,afciArcCh4,debug data,debug data,uint16,N/A,Backup,,
ss40k_envyspecific,40200,afciMaxArcCh1,fixed,afciMaxArcCh1,debug data,debug data,uint16,N/A,Backup,,
ss40k_envyspecific,40200,afciMaxArcCh2,fixed,afciMaxArcCh2,debug data,debug data,uint16,N/A,Backup,,
ss40k_envyspecific,40200,afciMaxArcCh3,fixed,afciMaxArcCh3,debug data,debug data,uint16,N/A,Backup,,
ss40k_envyspecific,40200,afciMaxArcCh4,fixed,afciMaxArcCh4,debug data,debug data,uint16,N/A,Backup,,
ss40k_envyspecific,40200,reserved8,fixed,reserved8,Reserved,Reserved,string,N/A,Backup,,
ss40k_envyspecific,40200,A_SF,fixed,A_SF,A_SF,A_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,V_SF,fixed,V_SF,V_SF,V_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,Vcell_SF,fixed,Vcell_SF,Vcell_SF,Vcell_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,Hz_SF,fixed,Hz_SF,Hz_SF,Hz_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,W_SF,fixed,W_SF,W_SF,W_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,PF_SF,fixed,PF_SF,PF_SF,PF_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,VA_SF,fixed,VA_SF,VA_SF,VA_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,Var_SF,fixed,Var_SF,Var_SF,Var_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,Tmp_SF,fixed,Tmp_SF,Tmp_SF,Tmp_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,Pct_SF,fixed,Pct_SF,Pct_SF,Pct_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,Ah_SF,fixed,Ah_SF,Ah_SF,Ah_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,Wh1_SF,fixed,Wh1_SF,Wh1_SF,Wh1_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,Wh2_SF,fixed,Wh2_SF,Wh2_SF,Wh2_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,Wh3_SF,fixed,Wh3_SF,Wh3_SF,Wh3_SF,sunssf,N/A,Scale Factors,,
ss40k_envyspecific,40200,reserved7,fixed,reserved7,Reserved,Reserved,string,N/A,Scale Factors,,
ss42k_battery,42100,siteID,fixed,Site ID,Site identifier,Unique identifier for the site this battery belongs to. Reported by the BMS. Data code: 42100.siteID,uint32,N/A,Site information,,Level of Detail: Complete; Equipment: BMS; Component: Battery
ss42k_battery,42100,BatteryId,fixed,Battery ID,Battery identifier in a parallel stack,Identifier used to distinguish this battery in a parallel stack. Reported by the BMS. Data code: 42100.BatteryId,uint16,N/A,Battery information,,Level of Detail: Complete; Equipment: BMS; Component: Battery
ss42k_battery,42100,Md,fixed,BMS Device Model,Model identifier as reported by the BMS,Model identifier as reported by the BMS. Data code: 42100.Md,string,N/A,Battery information,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Nameplate
ss42k_battery,42100,MdName,fixed,BMS Device Model Name,Human-readable model name,Human-readable model name of the battery as reported by the BMS. Data code: 42100.MdName,string,N/A,Battery information,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Nameplate
ss42k_battery,42100,AHRtg,fixed,Nameplate Charge Capacity,Rated charge capacity in amp-hours,Nameplate charge capacity in amp-hours. Reported by the BMS. Data code: 42100.AHRtg,uint16,Ah,Battery information,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Nameplate; Unit: Current
ss42k_battery,42100,WHRtg,fixed,Nameplate Energy Capacity,Rated energy capacity in watt-hours,Nameplate energy capacity in DC watt-hours. Reported by the BMS. Data code: 42100.WHRtg,uint16,Wh,Battery information,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Nameplate; Unit: Energy
ss42k_battery,42100,WChaRteMax,fixed,Max Charge Rate,Maximum DC charge rate in watts,"Maximum DC charge rate the battery can accept, in watts. Reported by the BMS. Data code: 42100.WChaRteMax",uint16,W,Battery information,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Nameplate; Unit: Power
ss42k_battery,42100,WDisChaRteMax,fixed,Max Discharge Rate,Maximum DC discharge rate in watts,"Maximum DC discharge rate the battery can deliver, in watts. Reported by the BMS. Data code: 42100.WDisChaRteMax",uint16,W,Battery information,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Nameplate; Unit: Power
ss42k_battery,42100,Typ,fixed,Battery Type,Battery chemistry type,Battery chemistry type as reported by the BMS. Data code: 42100.Typ,enum16,N/A,Battery information,"{0: 'Not applicable / Unknown', 1: 'Lead acid', 2: 'Nickel metal hydrate', 3: 'Nickel cadmium', 4: 'Lithium ion', 5: 'Carbon zinc', 6: 'Zinc chloride', 7: 'Alkaline', 8: 'Rechargeable alkaline', 9: 'Sodium sulfur', 10: 'Flow', 99: 'Other'}",Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Nameplate
ss42k_battery,42100,hwVer,fixed,BMS Hardware Version,Hardware version as reported by the BMS,Hardware version as reported by the BMS. Data code: 42100.hwVer,string,N/A,Battery information,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Nameplate
ss42k_battery,42100,fwVer,fixed,BMS Firmware Version,Firmware version as reported by the BMS,Firmware version as reported by the BMS. Data code: 42100.fwVer,string,N/A,Battery information,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Nameplate
ss42k_battery,42101,siteID,fixed,Site ID,Site identifier,Unique identifier for the site this battery belongs to. Reported by the BMS. Data code: 42101.siteID,uint32,N/A,Site information,,Level of Detail: Complete; Equipment: BMS; Component: Battery
ss42k_battery,42101,BatteryId,fixed,Battery ID,Battery identifier in a parallel stack,Identifier used to distinguish this battery in a parallel stack. Reported by the BMS. Data code: 42101.BatteryId,uint16,N/A,Battery information,,Level of Detail: Complete; Equipment: BMS; Component: Battery
ss42k_battery,42101,St,fixed,Connection Status,Whether the battery is connected or disconnected,Whether the battery is connected to the system or disconnected. Reported by the BMS. Data code: 42101.St,enum16,N/A,Battery Monitoring,"{0: 'Disconnected from system.', 1: 'Connected into system'}",Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Status
ss42k_battery,42101,ChaSt,fixed,Charge Status,"Charging, discharging, idle, or off","Current charge activity of the battery: charging, discharging, idle, or off. Reported by the BMS. Data code: 42101.ChaSt",enum16,N/A,Battery Monitoring,"{0: False, 1: 'Charging', 2: 'Discharging', 3: 'Idle'}",Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Status
ss42k_battery,42101,ConSt,fixed,Contactor Status,Bit flags for contactor states,Bit flags indicating which contactors are currently engaged on the battery. Reported by the BMS. Data code: 42101.ConSt,bitfield32,N/A,Battery Monitoring,"{0: 'CONTACTOR_0', 1: 'CONTACTOR_1', 2: 'CONTACTOR_2', 3: 'CONTACTOR_3', 4: 'CONTACTOR_4', 5: 'CONTACTOR_5', 6: 'CONTACTOR_6', 7: 'CONTACTOR_7', 8: 'CONTACTOR_8', 9: 'CONTACTOR_9', 10: 'CONTACTOR_10', 11: 'CONTACTOR_11', 12: 'CONTACTOR_12', 13: 'CONTACTOR_13', 14: 'CONTACTOR_14', 15: 'CONTACTOR_15', 16: 'CONTACTOR_16', 17: 'CONTACTOR_17', 18: 'CONTACTOR_18', 19: 'CONTACTOR_19', 20: 'CONTACTOR_20', 21: 'CONTACTOR_21', 22: 'CONTACTOR_22', 23: 'CONTACTOR_23', 24: 'CONTACTOR_24', 25: 'CONTACTOR_25', 26: 'CONTACTOR_26', 27: 'CONTACTOR_27', 28: 'CONTACTOR_28', 29: 'CONTACTOR_29', 30: 'CONTACTOR_30'}",Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Status
ss42k_battery,42101,SoC,fixed,State of Charge (BMS),Battery state of charge percentage from the BMS,Battery state of charge as a percentage. This is the value reported directly by the BMS.  It is possible for this to differ from the value reported by the inverter. Data code: 42101.SoC,uint16,%,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings; Unit: %
ss42k_battery,42101,SoH,fixed,State of Health (BMS),Battery state of health percentage from the BMS,Battery state of health as a percentage. This is the value reported directly by the BMS. Data code: 42101.SoH,uint16,%,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings; Unit: %
ss42k_battery,42101,A,fixed,BMS Current,DC current as reported by the BMS,DC current as reported by the BMS. This may differ from the inverter-reported battery current. Data code: 42101.A,int16,A,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings; Unit: Current
ss42k_battery,42101,V,fixed,BMS Voltage,DC voltage as reported by the BMS,Measured DC voltage of the battery as reported by the BMS. Data code: 42101.V,uint16,V,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings; Unit: Volt
ss42k_battery,42101,W,fixed,BMS Power,DC power as reported by the BMS,DC power as reported by the BMS. This may differ from the inverter-reported battery power. Data code: 42101.W,int16,W,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings; Unit: Power
ss42k_battery,42101,CellVMax,fixed,Max Cell Voltage,Highest individual cell voltage,Highest individual cell voltage in the battery. Reported by the BMS. Data code: 42101.CellVMax,uint16,V,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings; Unit: Volt
ss42k_battery,42101,CellVMaxNCell,fixed,Cell with Highest Voltage,Which cell has the highest voltage,Identifies which cell in the battery has the highest voltage. Useful for spotting imbalances. Reported by the BMS. Data code: 42101.CellVMaxNCell,uint16,N/A,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings
ss42k_battery,42101,CellVMin,fixed,Min Cell Voltage,Lowest individual cell voltage,Lowest individual cell voltage in the battery. Reported by the BMS. Data code: 42101.CellVMin,uint16,V,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings; Unit: Volt
ss42k_battery,42101,CellVMinNCell,fixed,Cell with Lowest Voltage,Which cell has the lowest voltage,Identifies which cell in the battery has the lowest voltage. Useful for spotting imbalances. Reported by the BMS. Data code: 42101.CellVMinNCell,uint16,N/A,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings
ss42k_battery,42101,ModTmpMax,fixed,Max Module Temperature,Highest module temperature,Highest module temperature in the battery. Reported by the BMS. Data code: 42101.ModTmpMax,int16,C,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings; Unit: Temp
ss42k_battery,42101,ModTmpMaxN,fixed,Module with Highest Temperature,Which module is running hottest,Identifies which module in the battery is running the hottest. Helpful for diagnosing thermal issues. Reported by the BMS. Data code: 42101.ModTmpMaxN,uint16,N/A,Battery Monitoring,,Level of Detail: Complete; Equipment: BMS; Component: Battery; Type of Data: Readings
